job_id,job_title,company,location,experience_level,company_size,remote_type,salary_inr,salary_usd,primary_skill,skills,month,year,demand_score
JOB02831,Applied Scientist,Accenture,Bangalore,Mid Level,Medium (201-1000),On-site,893303,10762,Python,"AWS, Machine Learning, Statistics",Sep,2023,78.6
JOB02832,Data Analyst,Oracle,Chicago,Mid Level,Small (51-200),Hybrid,1033596,12452,SQL,"Power BI, Excel, SQL",Jun,2023,96.7
JOB02833,Business Intelligence Analyst,CRED,New York,Entry Level,Small (51-200),Hybrid,740659,8923,SQL,"Tableau, Python, Excel",Mar,2023,61.7
JOB02834,Analytics Engineer,Tesla,Austin,Senior Level,Startup (1-50),On-site,2109582,25416,SQL,"SQL, dbt, Airflow",Sep,2023,97.5
JOB02835,Data Engineer,Swiggy,Sydney,Senior Level,Large (1001-5000),Remote,2119683,25538,Python,"AWS, SQL, Spark",Mar,2024,67.5
JOB02836,Business Intelligence Analyst,Microsoft,Hyderabad,Senior Level,Large (1001-5000),Remote,2101053,25313,SQL,"Excel, SQL, Tableau",Dec,2023,62.3
JOB02837,Data Engineer,OpenAI,Seattle,Lead,Medium (201-1000),Hybrid,4113985,49566,Python,"Airflow, Python, AWS",Dec,2024,55.3
JOB02838,Research Scientist,HCL,Mumbai,Mid Level,Enterprise (5000+),On-site,1492672,17984,Python,"Python, PyTorch, Research",Dec,2023,51.5
JOB02839,Analytics Engineer,NVIDIA,Pune,Lead,Startup (1-50),On-site,4265014,51385,SQL,"SQL, Python, dbt",May,2023,64.5
JOB02840,NLP Engineer,Paytm,New York,Director,Medium (201-1000),Hybrid,4392644,52923,Python,"Transformers, SpaCy, BERT",Oct,2024,66.3
JOB02841,Data Analyst,Accenture,Chicago,Lead,Small (51-200),Hybrid,3341899,40263,SQL,"Power BI, Excel, SQL",Aug,2024,61.4
JOB02842,Data Analyst,Meta,San Francisco,Lead,Large (1001-5000),Hybrid,2472011,29783,SQL,"Tableau, SQL, Power BI",Sep,2025,75.5
JOB02843,Analytics Engineer,Infosys,Berlin,Mid Level,Large (1001-5000),On-site,1465848,17660,SQL,"SQL, dbt, Python",Oct,2023,59.0
JOB02844,Data Scientist,Amazon,London,Director,Large (1001-5000),Hybrid,3711748,44719,Python,"Python, SQL, Statistics",Dec,2025,51.8
JOB02845,Deep Learning Engineer,Uber,Mumbai,Lead,Startup (1-50),Remote,3304052,39807,Python,"Python, CUDA, PyTorch",Dec,2025,78.6
JOB02846,Data Engineer,HCL,Hyderabad,Senior Level,Medium (201-1000),Remote,1837890,22143,Python,"Python, Airflow, AWS",Aug,2025,85.7
JOB02847,MLOps Engineer,Apple,New York,Mid Level,Small (51-200),On-site,1094003,13180,Python,"CI/CD, Docker, Kubernetes",Sep,2025,95.1
JOB02848,Quantitative Analyst,Intel,Delhi,Director,Small (51-200),Remote,3934847,47407,Python,"Finance, Python, Optimization",Jan,2024,58.5
JOB02849,NLP Engineer,Intel,Pune,Entry Level,Startup (1-50),On-site,545291,6569,Python,"BERT, SpaCy, Transformers",Nov,2025,63.7
JOB02850,Computer Vision Engineer,Accenture,Austin,Entry Level,Medium (201-1000),On-site,551478,6644,Python,"YOLO, PyTorch, Python",Sep,2024,93.6
JOB02851,Applied Scientist,Capgemini,Berlin,Mid Level,Startup (1-50),On-site,1101311,13268,Python,"Python, AWS, Statistics",May,2023,70.6
JOB02852,Research Scientist,Meesho,Austin,Director,Startup (1-50),Hybrid,5062500,60993,Python,"Statistics, Deep Learning, Python",Jun,2025,86.3
JOB02853,AI Engineer,Amazon,Bangalore,Lead,Large (1001-5000),On-site,2669665,32164,Python,"NLP, Deep Learning, Machine Learning",Nov,2024,57.6
JOB02854,Deep Learning Engineer,TCS,Chennai,Senior Level,Medium (201-1000),On-site,2272778,27382,Python,"PyTorch, TensorFlow, Deep Learning",Jul,2023,74.2
JOB02855,Applied Scientist,OpenAI,Bangalore,Director,Medium (201-1000),Hybrid,5322122,64121,Python,"Research, Statistics, Machine Learning",Aug,2025,72.4
JOB02856,Data Science Manager,Cognizant,Mumbai,Entry Level,Large (1001-5000),On-site,553812,6672,Python,"SQL, Strategy, Python",Apr,2025,76.7
JOB02857,Data Analyst,Cognizant,Hyderabad,Lead,Enterprise (5000+),Remote,2855398,34402,SQL,"Tableau, SQL, Excel",Nov,2023,81.6
JOB02858,NLP Engineer,Oracle,Toronto,Senior Level,Startup (1-50),Hybrid,2123926,25589,Python,"Python, BERT, SpaCy",Jan,2024,66.4
JOB02859,Analytics Engineer,CRED,Bangalore,Lead,Enterprise (5000+),Hybrid,3766268,45376,SQL,"Python, Snowflake, Airflow",Nov,2023,91.1
JOB02860,Deep Learning Engineer,Airbnb,Toronto,Entry Level,Small (51-200),Remote,617469,7439,Python,"TensorFlow, Deep Learning, CUDA",Sep,2023,83.6
JOB02861,Data Engineer,Netflix,Mumbai,Senior Level,Medium (201-1000),On-site,2024699,24393,Python,"AWS, Python, Spark",Nov,2023,77.3
JOB02862,AI Engineer,Airbnb,Toronto,Director,Startup (1-50),Hybrid,4826616,58152,Python,"Python, NLP, Machine Learning",Jan,2025,92.7
JOB02863,Machine Learning Engineer,Uber,Hyderabad,Senior Level,Small (51-200),On-site,1836243,22123,Python,"Python, TensorFlow, Machine Learning",Aug,2025,52.9
JOB02864,Data Engineer,PhonePe,London,Mid Level,Large (1001-5000),Hybrid,1322644,15935,Python,"SQL, Spark, AWS",Oct,2025,54.1
JOB02865,Data Scientist,Google,Mumbai,Senior Level,Startup (1-50),Remote,2334840,28130,Python,"SQL, Python, TensorFlow",Feb,2025,74.3
JOB02866,Analytics Engineer,Twitter,Chennai,Senior Level,Startup (1-50),Hybrid,2098423,25282,SQL,"Python, Snowflake, SQL",Jan,2023,83.6
JOB02867,Applied Scientist,Salesforce,Chennai,Mid Level,Enterprise (5000+),On-site,1049054,12639,Python,"Statistics, Research, AWS",Feb,2023,88.7
JOB02868,Computer Vision Engineer,Infosys,Chicago,Senior Level,Large (1001-5000),Hybrid,1907395,22980,Python,"YOLO, PyTorch, Deep Learning",Sep,2025,65.2
JOB02869,Data Science Manager,Tesla,Pune,Mid Level,Medium (201-1000),On-site,1296267,15617,Python,"Leadership, Python, SQL",Aug,2025,54.1
JOB02870,AI Engineer,Paytm,San Francisco,Entry Level,Medium (201-1000),Remote,710608,8561,Python,"Machine Learning, Cloud, NLP",Aug,2023,95.9
JOB02871,Research Scientist,TCS,Singapore,Mid Level,Large (1001-5000),Hybrid,1085284,13075,Python,"Statistics, Python, Deep Learning",Nov,2024,83.1
JOB02872,NLP Engineer,Wipro,Chicago,Entry Level,Enterprise (5000+),Hybrid,641254,7725,Python,"SpaCy, Python, NLP",Jul,2023,75.5
JOB02873,Research Scientist,Microsoft,Mumbai,Lead,Enterprise (5000+),On-site,2198227,26484,Python,"Python, Research, PyTorch",Jun,2025,74.7
JOB02874,Data Analyst,Swiggy,London,Senior Level,Startup (1-50),Remote,2007076,24181,SQL,"Power BI, Tableau, SQL",Aug,2024,59.0
JOB02875,Business Intelligence Analyst,Uber,Pune,Mid Level,Medium (201-1000),Remote,1194409,14390,SQL,"SQL, Python, Power BI",Dec,2025,97.2
JOB02876,Applied Scientist,Meesho,Mumbai,Director,Medium (201-1000),On-site,3885963,46818,Python,"Statistics, Research, AWS",Dec,2024,60.9
JOB02877,Data Analyst,Airbnb,London,Entry Level,Small (51-200),On-site,515714,6213,SQL,"Python, SQL, Excel",Nov,2024,72.2
JOB02878,Analytics Engineer,Twitter,Bangalore,Mid Level,Medium (201-1000),Remote,1079799,13009,SQL,"Snowflake, Python, SQL",Nov,2023,67.0
JOB02879,Computer Vision Engineer,LinkedIn,Chicago,Mid Level,Startup (1-50),On-site,1252594,15091,Python,"YOLO, PyTorch, Deep Learning",Nov,2024,92.4
JOB02880,Analytics Engineer,HCL,Mumbai,Director,Small (51-200),On-site,4373552,52693,SQL,"Python, Airflow, dbt",Nov,2024,64.9
JOB02881,Data Scientist,HCL,New York,Senior Level,Small (51-200),On-site,1461383,17607,Python,"TensorFlow, Statistics, SQL",Dec,2023,73.2
JOB02882,Quantitative Analyst,Salesforce,Seattle,Mid Level,Startup (1-50),Hybrid,818273,9858,Python,"Statistics, Python, R",Aug,2024,66.9
JOB02883,Data Analyst,Cognizant,Singapore,Director,Small (51-200),On-site,4090366,49281,SQL,"Power BI, Tableau, Excel",Aug,2024,98.7
JOB02884,MLOps Engineer,Cognizant,Chicago,Lead,Large (1001-5000),Hybrid,3419689,41201,Python,"MLflow, Kubernetes, Python",Jun,2024,61.5
JOB02885,Data Scientist,IBM,Pune,Entry Level,Enterprise (5000+),Hybrid,352724,4249,Python,"Python, Statistics, SQL",Oct,2025,71.3
JOB02886,Analytics Engineer,IBM,Mumbai,Lead,Medium (201-1000),Hybrid,2960129,35664,SQL,"Snowflake, dbt, Python",Dec,2025,79.5
JOB02887,Machine Learning Engineer,NVIDIA,Austin,Mid Level,Medium (201-1000),Hybrid,1105275,13316,Python,"Deep Learning, TensorFlow, Python",Oct,2024,95.1
JOB02888,Machine Learning Engineer,NVIDIA,Berlin,Senior Level,Large (1001-5000),Remote,2658151,32025,Python,"TensorFlow, Python, Deep Learning",Apr,2023,70.5
JOB02889,Research Scientist,Uber,Bangalore,Senior Level,Enterprise (5000+),Hybrid,2072942,24975,Python,"Python, Research, Deep Learning",Nov,2023,56.4
JOB02890,Deep Learning Engineer,Salesforce,New York,Senior Level,Small (51-200),On-site,2326386,28028,Python,"PyTorch, Python, TensorFlow",Feb,2024,70.3
JOB02891,Deep Learning Engineer,Meesho,Austin,Mid Level,Medium (201-1000),Remote,1225426,14764,Python,"Python, CUDA, PyTorch",Aug,2024,80.7
JOB02892,Data Engineer,Accenture,Sydney,Director,Startup (1-50),On-site,3061867,36889,Python,"Python, Airflow, SQL",Sep,2023,53.8
JOB02893,Analytics Engineer,Intel,Chicago,Senior Level,Medium (201-1000),Hybrid,2453508,29560,SQL,"Snowflake, Python, Airflow",Sep,2024,90.8
JOB02894,Machine Learning Engineer,Capgemini,Chennai,Director,Startup (1-50),Remote,4645392,55968,Python,"Deep Learning, Machine Learning, Python",Sep,2025,96.0
JOB02895,Applied Scientist,Flipkart,Berlin,Director,Enterprise (5000+),On-site,4843081,58350,Python,"Research, Statistics, AWS",Aug,2023,95.2
JOB02896,Research Scientist,Anthropic,Chennai,Director,Medium (201-1000),Hybrid,7150210,86147,Python,"Python, Deep Learning, Statistics",Sep,2023,52.2
JOB02897,Machine Learning Engineer,LinkedIn,Toronto,Mid Level,Small (51-200),Remote,824859,9938,Python,"Machine Learning, Python, TensorFlow",Apr,2025,92.5
JOB02898,NLP Engineer,HCL,Austin,Director,Large (1001-5000),On-site,5664170,68243,Python,"BERT, NLP, SpaCy",Apr,2024,96.3
JOB02899,Analytics Engineer,PhonePe,Sydney,Senior Level,Small (51-200),Remote,2105142,25363,SQL,"dbt, Airflow, SQL",Apr,2024,74.8
JOB02900,Applied Scientist,Netflix,New York,Lead,Large (1001-5000),On-site,3337917,40215,Python,"Python, Statistics, AWS",Nov,2024,82.6
JOB02901,Data Engineer,Paytm,London,Mid Level,Medium (201-1000),Hybrid,1191807,14359,Python,"SQL, Spark, AWS",Nov,2025,58.5
JOB02902,Deep Learning Engineer,Meta,Sydney,Mid Level,Large (1001-5000),Hybrid,1123637,13537,Python,"TensorFlow, Deep Learning, PyTorch",Sep,2023,76.0
JOB02903,Analytics Engineer,Wipro,San Francisco,Director,Large (1001-5000),Remote,4115362,49582,SQL,"dbt, Airflow, Python",Mar,2023,66.9
JOB02904,Applied Scientist,Microsoft,Austin,Lead,Startup (1-50),On-site,3358164,40459,Python,"Machine Learning, Research, AWS",Oct,2024,66.5
JOB02905,Applied Scientist,Wipro,New York,Lead,Enterprise (5000+),On-site,2471756,29780,Python,"Python, Research, AWS",Dec,2024,55.1
JOB02906,Computer Vision Engineer,Meesho,Mumbai,Director,Enterprise (5000+),On-site,5006640,60320,Python,"Deep Learning, PyTorch, YOLO",Jul,2025,72.6
JOB02907,MLOps Engineer,OpenAI,Berlin,Lead,Medium (201-1000),On-site,3000226,36147,Python,"Kubernetes, MLflow, Docker",Sep,2024,86.6
JOB02908,Data Engineer,Anthropic,Mumbai,Mid Level,Small (51-200),On-site,996587,12007,Python,"AWS, Spark, SQL",Dec,2023,76.2
JOB02909,Applied Scientist,LinkedIn,Bangalore,Lead,Startup (1-50),Remote,2983993,35951,Python,"AWS, Research, Machine Learning",Oct,2024,78.6
JOB02910,Research Scientist,Meesho,Singapore,Senior Level,Small (51-200),Remote,2614859,31504,Python,"Statistics, Deep Learning, Python",Jun,2024,52.9
JOB02911,Data Analyst,Airbnb,New York,Entry Level,Small (51-200),Remote,551819,6648,SQL,"Power BI, Tableau, SQL",Sep,2023,92.5
JOB02912,NLP Engineer,Meta,New York,Mid Level,Enterprise (5000+),Hybrid,1264521,15235,Python,"SpaCy, Python, BERT",Jun,2024,76.5
JOB02913,Data Scientist,Oracle,San Francisco,Entry Level,Medium (201-1000),Hybrid,534213,6436,Python,"SQL, TensorFlow, Python",Jun,2024,56.3
JOB02914,Deep Learning Engineer,Apple,Chennai,Lead,Large (1001-5000),Hybrid,3563802,42937,Python,"PyTorch, TensorFlow, CUDA",Sep,2024,71.1
JOB02915,Research Scientist,Swiggy,Austin,Senior Level,Large (1001-5000),On-site,2426217,29231,Python,"Deep Learning, Statistics, Research",Jul,2024,51.2
JOB02916,Business Intelligence Analyst,Netflix,Berlin,Senior Level,Small (51-200),Hybrid,2810040,33855,SQL,"SQL, Power BI, Excel",Apr,2025,67.9
JOB02917,Applied Scientist,Flipkart,New York,Senior Level,Startup (1-50),Remote,2142063,25807,Python,"Research, Machine Learning, Python",Sep,2023,96.2
JOB02918,Applied Scientist,CRED,Chennai,Director,Enterprise (5000+),On-site,4951341,59654,Python,"Research, Python, Statistics",Oct,2023,79.9
JOB02919,Analytics Engineer,Accenture,Austin,Mid Level,Startup (1-50),Hybrid,1217652,14670,SQL,"Python, Airflow, SQL",Nov,2024,52.9
JOB02920,Data Engineer,Tesla,Sydney,Entry Level,Small (51-200),Hybrid,716628,8634,Python,"SQL, Python, Spark",Sep,2025,85.8
JOB02921,MLOps Engineer,Paytm,Hyderabad,Mid Level,Medium (201-1000),On-site,1070610,12898,Python,"Docker, CI/CD, Kubernetes",May,2025,95.9
JOB02922,Quantitative Analyst,Salesforce,Austin,Mid Level,Medium (201-1000),On-site,1334100,16073,Python,"R, Finance, Python",Jan,2025,64.2
JOB02923,Data Science Manager,Netflix,Seattle,Entry Level,Enterprise (5000+),On-site,582477,7017,Python,"Python, Machine Learning, Strategy",Apr,2025,90.7
JOB02924,Data Analyst,Amazon,Chicago,Senior Level,Large (1001-5000),Hybrid,2178817,26250,SQL,"Tableau, Excel, SQL",Sep,2023,56.7
JOB02925,Applied Scientist,Netflix,Chicago,Mid Level,Small (51-200),On-site,1216515,14656,Python,"AWS, Python, Statistics",Jul,2023,60.0
JOB02926,AI Engineer,IBM,London,Mid Level,Medium (201-1000),On-site,1245403,15004,Python,"Cloud, NLP, Deep Learning",Aug,2023,58.6
JOB02927,Computer Vision Engineer,NVIDIA,Singapore,Lead,Enterprise (5000+),Hybrid,3144210,37882,Python,"OpenCV, Python, PyTorch",Mar,2024,57.4
JOB02928,Quantitative Analyst,IBM,Mumbai,Mid Level,Enterprise (5000+),On-site,1238648,14923,Python,"Python, R, Optimization",Nov,2025,54.5
JOB02929,Research Scientist,Meta,Hyderabad,Senior Level,Enterprise (5000+),On-site,2720778,32780,Python,"Statistics, Python, Deep Learning",May,2025,68.6
JOB02930,NLP Engineer,Uber,Chennai,Senior Level,Medium (201-1000),On-site,2525198,30424,Python,"SpaCy, Python, Transformers",May,2025,57.5
JOB02931,Deep Learning Engineer,IBM,Chicago,Mid Level,Small (51-200),Remote,1356447,16342,Python,"PyTorch, Deep Learning, Python",Aug,2025,87.3
JOB02932,Applied Scientist,Apple,Hyderabad,Lead,Large (1001-5000),Hybrid,2981341,35919,Python,"Python, AWS, Research",Dec,2025,60.7
JOB02933,MLOps Engineer,Anthropic,Delhi,Director,Startup (1-50),Remote,3899762,46985,Python,"Kubernetes, Python, MLflow",Nov,2024,61.7
JOB02934,Data Engineer,Paytm,New York,Mid Level,Startup (1-50),Hybrid,1371954,16529,Python,"Python, Airflow, AWS",Jun,2024,62.5
JOB02935,MLOps Engineer,Accenture,London,Lead,Large (1001-5000),Hybrid,3620502,43620,Python,"Kubernetes, Docker, MLflow",Feb,2025,84.7
JOB02936,Deep Learning Engineer,IBM,New York,Lead,Small (51-200),Remote,3906881,47070,Python,"PyTorch, Python, CUDA",Mar,2024,82.4
JOB02937,Deep Learning Engineer,Meta,Mumbai,Director,Startup (1-50),Hybrid,4092313,49304,Python,"PyTorch, Python, CUDA",Oct,2025,87.2
JOB02938,Research Scientist,Wipro,San Francisco,Director,Large (1001-5000),Remote,4345054,52350,Python,"Python, Deep Learning, PyTorch",Mar,2024,79.8
JOB02939,NLP Engineer,Spotify,Berlin,Director,Large (1001-5000),Remote,3393348,40883,Python,"NLP, BERT, Python",Oct,2023,51.4
JOB02940,Machine Learning Engineer,Accenture,Bangalore,Senior Level,Enterprise (5000+),Remote,2070484,24945,Python,"Deep Learning, Python, PyTorch",Oct,2025,70.6
JOB02941,Data Engineer,CRED,Austin,Mid Level,Small (51-200),Hybrid,1379382,16619,Python,"AWS, Airflow, SQL",Jun,2023,64.0
JOB02942,Analytics Engineer,LinkedIn,San Francisco,Director,Enterprise (5000+),Remote,4185115,50423,SQL,"Snowflake, Python, Airflow",Sep,2025,85.9
JOB02943,Data Science Manager,Twitter,Chennai,Director,Large (1001-5000),On-site,4932323,59425,Python,"Machine Learning, SQL, Strategy",Apr,2024,63.4
JOB02944,Business Intelligence Analyst,Amazon,Delhi,Entry Level,Small (51-200),Remote,582854,7022,SQL,"Power BI, Tableau, SQL",Nov,2024,71.0
JOB02945,MLOps Engineer,Oracle,Sydney,Director,Small (51-200),Remote,4718738,56852,Python,"Docker, Python, MLflow",May,2025,62.6
JOB02946,Data Engineer,Meesho,Toronto,Lead,Medium (201-1000),Hybrid,2649108,31916,Python,"Spark, Airflow, AWS",Jul,2024,73.5
JOB02947,Analytics Engineer,Spotify,Berlin,Senior Level,Startup (1-50),Remote,2228119,26844,SQL,"Snowflake, dbt, SQL",Jun,2023,72.4
JOB02948,Business Intelligence Analyst,Airbnb,Toronto,Mid Level,Enterprise (5000+),Hybrid,661595,7971,SQL,"Power BI, Python, SQL",Aug,2023,75.1
JOB02949,Machine Learning Engineer,Airbnb,Mumbai,Senior Level,Medium (201-1000),On-site,2138324,25762,Python,"Deep Learning, Machine Learning, PyTorch",Jul,2023,68.6
JOB02950,Machine Learning Engineer,PhonePe,Berlin,Entry Level,Large (1001-5000),Remote,453257,5460,Python,"Machine Learning, TensorFlow, Python",Apr,2024,54.4
JOB02951,Research Scientist,Swiggy,Bangalore,Mid Level,Large (1001-5000),On-site,1417079,17073,Python,"Deep Learning, PyTorch, Research",Oct,2024,94.6
JOB02952,Data Analyst,Intel,New York,Lead,Enterprise (5000+),Hybrid,3573155,43050,SQL,"Tableau, SQL, Python",Jul,2024,89.5
JOB02953,Data Engineer,Zomato,Chicago,Senior Level,Medium (201-1000),On-site,2354001,28361,Python,"Airflow, AWS, Python",Jun,2024,50.4
JOB02954,Data Scientist,Twitter,Singapore,Entry Level,Startup (1-50),Hybrid,736890,8878,Python,"Machine Learning, TensorFlow, Statistics",Sep,2023,68.4
JOB02955,Research Scientist,TCS,Pune,Lead,Medium (201-1000),On-site,2744520,33066,Python,"Research, PyTorch, Deep Learning",Oct,2025,61.4
JOB02956,Business Intelligence Analyst,TCS,Chicago,Entry Level,Enterprise (5000+),Remote,757262,9123,SQL,"Python, Tableau, Excel",Nov,2025,51.4
JOB02957,Analytics Engineer,Microsoft,Mumbai,Director,Enterprise (5000+),On-site,5129229,61797,SQL,"SQL, Airflow, Snowflake",Aug,2024,70.2
JOB02958,Analytics Engineer,Tesla,New York,Senior Level,Startup (1-50),On-site,2121936,25565,SQL,"Python, dbt, Airflow",Jun,2025,97.1
JOB02959,Data Science Manager,Accenture,Bangalore,Lead,Startup (1-50),On-site,3745097,45121,Python,"Machine Learning, SQL, Strategy",Oct,2023,56.1
JOB02960,Quantitative Analyst,PhonePe,London,Mid Level,Enterprise (5000+),Hybrid,1000867,12058,Python,"Optimization, Statistics, R",Jun,2025,56.8
JOB02961,Machine Learning Engineer,LinkedIn,Singapore,Lead,Medium (201-1000),On-site,2804233,33785,Python,"Python, PyTorch, TensorFlow",Apr,2024,70.3
JOB02962,Applied Scientist,Anthropic,San Francisco,Entry Level,Large (1001-5000),On-site,545226,6568,Python,"Research, Machine Learning, Python",Jun,2024,65.3
JOB02963,Machine Learning Engineer,OpenAI,New York,Lead,Small (51-200),On-site,2946090,35495,Python,"PyTorch, TensorFlow, Deep Learning",Nov,2024,54.5
JOB02964,Deep Learning Engineer,Uber,Mumbai,Entry Level,Startup (1-50),Remote,504909,6083,Python,"CUDA, TensorFlow, PyTorch",Aug,2024,82.1
JOB02965,Computer Vision Engineer,DeepMind,New York,Lead,Startup (1-50),On-site,3787079,45627,Python,"Deep Learning, Python, YOLO",Feb,2024,95.1
JOB02966,AI Engineer,Oracle,Chicago,Mid Level,Small (51-200),On-site,1153406,13896,Python,"Machine Learning, NLP, Python",Oct,2023,83.1
JOB02967,Quantitative Analyst,Airbnb,Berlin,Lead,Medium (201-1000),On-site,3369202,40592,Python,"R, Python, Finance",Oct,2025,70.3
JOB02968,Business Intelligence Analyst,Uber,Toronto,Lead,Medium (201-1000),Remote,2926231,35255,SQL,"Power BI, Tableau, Python",Dec,2024,85.7
JOB02969,Machine Learning Engineer,OpenAI,Hyderabad,Director,Large (1001-5000),Remote,3271092,39410,Python,"Python, TensorFlow, Deep Learning",Oct,2025,78.3
JOB02970,Machine Learning Engineer,Tesla,Mumbai,Lead,Startup (1-50),Hybrid,3329627,40115,Python,"TensorFlow, Python, PyTorch",Jul,2024,99.0
JOB02971,Data Science Manager,Paytm,Hyderabad,Director,Small (51-200),Hybrid,3209227,38665,Python,"Leadership, Machine Learning, SQL",Oct,2024,60.4
JOB02972,Analytics Engineer,NVIDIA,Chicago,Director,Enterprise (5000+),Hybrid,4453672,53658,SQL,"Snowflake, Python, Airflow",Dec,2023,83.1
JOB02973,Analytics Engineer,Airbnb,Bangalore,Lead,Large (1001-5000),On-site,2543208,30641,SQL,"dbt, Python, SQL",Feb,2025,58.5
JOB02974,Applied Scientist,Amazon,Mumbai,Entry Level,Small (51-200),On-site,778854,9383,Python,"Machine Learning, AWS, Statistics",Oct,2025,73.7
JOB02975,Research Scientist,Amazon,Singapore,Entry Level,Enterprise (5000+),Remote,682022,8217,Python,"Statistics, PyTorch, Research",Oct,2024,94.6
JOB02976,Data Science Manager,Paytm,San Francisco,Mid Level,Enterprise (5000+),Hybrid,1219035,14687,Python,"Python, Strategy, Leadership",Nov,2025,69.7
JOB02977,Data Science Manager,Google,Delhi,Director,Small (51-200),Remote,5353002,64494,Python,"Strategy, Python, Machine Learning",Oct,2023,79.1
JOB02978,Data Scientist,Capgemini,New York,Lead,Startup (1-50),On-site,2793768,33659,Python,"TensorFlow, SQL, Statistics",Aug,2023,84.5
JOB02979,NLP Engineer,Microsoft,Chennai,Director,Small (51-200),On-site,4866848,58636,Python,"SpaCy, NLP, BERT",Feb,2025,74.7
JOB02980,Research Scientist,TCS,Sydney,Mid Level,Large (1001-5000),Hybrid,1235965,14891,Python,"Research, PyTorch, Statistics",Oct,2025,52.9
JOB02981,Computer Vision Engineer,Spotify,Chicago,Senior Level,Medium (201-1000),Hybrid,2287126,27555,Python,"PyTorch, YOLO, OpenCV",Aug,2024,83.2
JOB02982,Machine Learning Engineer,OpenAI,Chennai,Director,Enterprise (5000+),Hybrid,5358838,64564,Python,"TensorFlow, Deep Learning, Python",Sep,2024,92.1
JOB02983,Quantitative Analyst,Twitter,Austin,Entry Level,Small (51-200),Remote,665924,8023,Python,"R, Finance, Python",Jul,2023,69.5
JOB02984,Data Engineer,Tesla,Pune,Entry Level,Small (51-200),Hybrid,625985,7541,Python,"SQL, Spark, AWS",Nov,2024,60.9
JOB02985,Data Scientist,Microsoft,Toronto,Director,Startup (1-50),On-site,3382950,40758,Python,"SQL, Machine Learning, TensorFlow",Oct,2024,54.2
JOB02986,MLOps Engineer,HCL,Pune,Senior Level,Small (51-200),Hybrid,1883184,22688,Python,"Python, Docker, MLflow",Jun,2024,84.7
JOB02987,Data Engineer,IBM,Bangalore,Lead,Enterprise (5000+),Hybrid,3141099,37844,Python,"Airflow, SQL, Python",Mar,2024,56.7
JOB02988,NLP Engineer,Zomato,Seattle,Mid Level,Small (51-200),On-site,1216807,14660,Python,"BERT, NLP, Transformers",Apr,2025,61.3
JOB02989,Data Analyst,IBM,Chennai,Mid Level,Large (1001-5000),Remote,996563,12006,SQL,"SQL, Python, Power BI",May,2025,85.2
JOB02990,Data Science Manager,Tesla,Austin,Entry Level,Startup (1-50),Remote,817050,9843,Python,"Leadership, Strategy, Python",Apr,2023,63.1
JOB02991,Data Engineer,Cognizant,Delhi,Mid Level,Small (51-200),Remote,1472950,17746,Python,"AWS, Spark, SQL",Sep,2025,69.5
JOB02992,Quantitative Analyst,Google,London,Entry Level,Small (51-200),Hybrid,654190,7881,Python,"Finance, R, Optimization",Sep,2025,55.0
JOB02993,MLOps Engineer,PhonePe,Sydney,Senior Level,Startup (1-50),On-site,2223772,26792,Python,"Python, MLflow, Docker",Dec,2025,68.1
JOB02994,Analytics Engineer,Twitter,Austin,Senior Level,Medium (201-1000),Remote,2129971,25662,SQL,"Python, Snowflake, Airflow",Oct,2025,84.1
JOB02995,Quantitative Analyst,Flipkart,Chennai,Mid Level,Large (1001-5000),Remote,1028654,12393,Python,"R, Finance, Python",Aug,2023,81.7
JOB02996,Research Scientist,Spotify,London,Lead,Enterprise (5000+),On-site,3237190,39002,Python,"Statistics, Research, Deep Learning",Sep,2024,89.3
JOB02997,Data Scientist,Wipro,Toronto,Mid Level,Enterprise (5000+),On-site,1246395,15016,Python,"TensorFlow, Machine Learning, Statistics",Sep,2025,60.4
JOB02998,Analytics Engineer,Cognizant,New York,Senior Level,Startup (1-50),Hybrid,1790219,21568,SQL,"Airflow, Snowflake, dbt",May,2025,89.1
JOB02999,Quantitative Analyst,Infosys,Pune,Entry Level,Startup (1-50),Hybrid,630075,7591,Python,"Optimization, Finance, Statistics",Jul,2024,82.9
JOB03000,Data Scientist,Meesho,New York,Lead,Large (1001-5000),Hybrid,3125475,37656,Python,"Python, Statistics, SQL",Dec,2024,78.3
JOB03001,MLOps Engineer,Netflix,Pune,Lead,Small (51-200),On-site,2284252,27521,Python,"Python, Docker, Kubernetes",Sep,2024,66.4
JOB03002,AI Engineer,Flipkart,Berlin,Mid Level,Large (1001-5000),Hybrid,1045130,12591,Python,"Cloud, NLP, Python",May,2023,94.5
JOB03003,Computer Vision Engineer,Tesla,Singapore,Senior Level,Small (51-200),On-site,2063510,24861,Python,"Deep Learning, YOLO, Python",Jun,2025,59.9
JOB03004,Research Scientist,Paytm,Austin,Senior Level,Medium (201-1000),Remote,2822936,34011,Python,"Python, PyTorch, Statistics",Aug,2024,75.2
JOB03005,Data Engineer,Amazon,Pune,Entry Level,Startup (1-50),On-site,650089,7832,Python,"SQL, Airflow, Python",Oct,2023,68.6
JOB03006,NLP Engineer,Wipro,London,Mid Level,Small (51-200),Remote,959613,11561,Python,"NLP, SpaCy, Transformers",Oct,2025,60.0
JOB03007,Applied Scientist,Apple,Seattle,Director,Large (1001-5000),Hybrid,4828074,58169,Python,"Statistics, Python, AWS",Sep,2025,78.4
